tips,ll,lng,lat,clean_stem,lem_words,lem_type
Visit a lecture by Professor Mark White on the US since 1900 history module. The most interesting 55 minutes of your day!,"51.5224444521,-0.0430715639617",51.5224444521,51.5224444521,"[visit, lectur, professor, mark, white, us, sinc, histori, modul, interest, minut, day]",visit lecture professor mark white history module most interesting minute day,VB NN NN NN VB NN NN RB JJ NN NN
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.","51.4832336577,-0.00557899475098",51.4832336577,51.4832336577,"[design, sir, christoph, wren, colleg, wa, go, enorm, dome, middl, queen, mari, ii, object, would, block, view, river, hous, greenwich, park]",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN
Much nicer than Tottenham.,"51.5911675773,-0.0101651905001",51.5911675773,51.5911675773,"[much, nicer, tottenham]",much nicer tottenham,RB JJ NN
Residence is depressing :(,"51.4814623552,-0.021853351134",51.4814623552,51.4814623552,"[resid, depress]",residence be depress,NN VB VB
Fish and Chip take-aways all over the place nearby :],"51.5815232472,0.222022533417",51.5815232472,51.5815232472,"[fish, chip, place, nearbi]",fish chip take away place nearby,NN NN NN VB NN RB
Does anyone know the passwords for any of the wifi connections?,"51.5609034012,0.232691981251",51.5609034012,51.5609034012,"[doe, anyon, know, password, ani, wifi, connect]",do anyone know password wifi connection,VB NN VB NN NN NN
New here looking for friends,"51.5399620612,0.00961735414454",51.5399620612,51.5399620612,"[new, look, friend]",new here look friend,JJ RB VB NN
One of the top 20 universities in the world!,"51.5116270804,-0.116375684738",51.5116270804,51.5116270804,"[one, top, univers, world]",top university world,JJ NN NN
I love the people in the English Language Center! Everyone is so nice and friendly!,"51.5147855726,-0.123150487643",51.5147855726,51.5147855726,"[love, peopl, english, languag, center, everyon, nice, friendli]",love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ
Teabag Pob in the lift.,"51.4984138464,-0.130073113479",51.4984138464,51.4984138464,"[teabag, pob, lift]",teabag pob lift,NN NN NN
these fuckers that go to this college dont have any manners for there alders they think they know it all.,"51.4679108306,-0.0433337688446",51.4679108306,51.4679108306,"[fucker, go, thi, colleg, dont, ani, manner, alder, think, know]",fucker go college dont have manner alder think know,NN VB NN VB VB NN NN VB VB
GamesMaker training for the 2012 Olympics is taking place here.,"51.5295789643,-0.0799016777445",51.5295789643,51.5295789643,"[gamesmak, train, olymp, take, place]",gamesmaker training olympics be take place here,NN NN NN VB VB NN RB
www.Bromley.ac.uk for more information,"51.3872750718,0.0353250064007",51.3872750718,51.3872750718,[inform],www bromley ac uk more information,NN NN NN NN JJ NN
Some Sundays they have a wonderful farmers market.,"51.439282855,-0.0840067863464",51.439282855,51.439282855,"[sunday, wonder, farmer, market]",sunday have wonderful farmer market,NN VB JJ NN NN
"Make friend with stuff, they ll help you a lot","51.4077572135,-0.0334246441806",51.4077572135,51.4077572135,"[make, friend, stuff, help, lot]",make friend stuff ll help lot,VB NN NN VB VB NN
Creamichoc is delicious,"51.4676769054,-0.0879442691803",51.4676769054,51.4676769054,"[creamichoc, delici]",creamichoc be delicious,NN VB JJ
Holbern hop every Thursday. So fun,"51.5155358586,-0.119352893786",51.5155358586,51.5155358586,"[holbern, hop, everi, thursday, fun]",holbern hop thursday fun,NN NN NN NN
"Not great, not bad. Good enough, I suppose.","51.5261104901,-0.118911979233",51.5261104901,51.5261104901,"[great, bad, good, enough, suppos]",not great not bad good enough suppose,RB JJ RB JJ JJ JJ VB
Excellent security. The safety of students are vital.,"51.4739674832,-0.0804747478182",51.4739674832,51.4739674832,"[excel, secur, safeti, student, vital]",excellent security safety student be vital,JJ NN NN NN VB JJ
Last day in college in 2012!,"51.5184049266,-0.121875467555",51.5184049266,51.5184049266,"[last, day, colleg]",last day college,JJ NN NN
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,"51.4681498958,-0.0930162493995",51.4681498958,51.4681498958,"[great, hospit, staf, amaz, peopl, cherish, servic, still, peopl, train, care, take, care, treat, respect, alway]",great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB
Good location great teachers,"51.5171597738,-0.125417747113",51.5171597738,51.5171597738,"[good, locat, great, teacher]",good location great teacher,JJ NN JJ NN
Choose another uni,"51.4947608175,-0.101678297411",51.4947608175,51.4947608175,"[choos, anoth, uni]",choose uni,VB JJ
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!","51.5055975107,-0.112166203111",51.5055975107,51.5055975107,"[thi, campu, includ, florenc, nightingal, school, nurs, midwiferi, name, founder, modern, nurs, rebel, shun, societ, expect, women, go, florenc]",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.","51.5111798355,-0.115168768239",51.5111798355,51.5111798355,"[get, enclos, bar, right, top, dure, gig, cocktail, goe, long, way, coupl, howev, struggl, go, short, way]",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB NN VB JJ NN
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.","51.5153709758,-0.116230884057",51.5153709758,51.5153709758,"[compani, surgeon, move, lincoln, inn, field, receiv, royal, charter, year, later, sinc, ha, hous, hunterian, museum, anatom, odditi]",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN
The most amazing university you'll ever visit.,"51.5364091935,-0.124761491449",51.5364091935,51.5364091935,"[amaz, univers, ever, visit]",most amazing university ever visit,RB JJ NN RB NN
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.","51.4832336577,-0.00557899475098",51.4832336577,51.4832336577,"[design, sir, christoph, wren, colleg, wa, go, enorm, dome, middl, queen, mari, ii, object, would, block, view, river, hous, greenwich, park]",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN
Much nicer than Tottenham.,"51.5911675773,-0.0101651905001",51.5911675773,51.5911675773,"[much, nicer, tottenham]",much nicer tottenham,RB JJ NN
Residence is depressing :(,"51.4814623552,-0.021853351134",51.4814623552,51.4814623552,"[resid, depress]",residence be depress,NN VB VB
Fish and Chip take-aways all over the place nearby :],"51.5815232472,0.222022533417",51.5815232472,51.5815232472,"[fish, chip, place, nearbi]",fish chip take away place nearby,NN NN NN VB NN RB
Does anyone know the passwords for any of the wifi connections?,"51.5609034012,0.232691981251",51.5609034012,51.5609034012,"[doe, anyon, know, password, ani, wifi, connect]",do anyone know password wifi connection,VB NN VB NN NN NN
New here looking for friends,"51.5399620612,0.00961735414454",51.5399620612,51.5399620612,"[new, look, friend]",new here look friend,JJ RB VB NN
these fuckers that go to this college dont have any manners for there alders they think they know it all.,"51.4679108306,-0.0433337688446",51.4679108306,51.4679108306,"[fucker, go, thi, colleg, dont, ani, manner, alder, think, know]",fucker go college dont have manner alder think know,NN VB NN VB VB NN NN VB VB
GamesMaker training for the 2012 Olympics is taking place here.,"51.5295789643,-0.0799016777445",51.5295789643,51.5295789643,"[gamesmak, train, olymp, take, place]",gamesmaker training olympics be take place here,NN NN NN VB VB NN RB
www.Bromley.ac.uk for more information,"51.3872750718,0.0353250064007",51.3872750718,51.3872750718,[inform],www bromley ac uk more information,NN NN NN NN JJ NN
Some Sundays they have a wonderful farmers market.,"51.439282855,-0.0840067863464",51.439282855,51.439282855,"[sunday, wonder, farmer, market]",sunday have wonderful farmer market,NN VB JJ NN NN
"Make friend with stuff, they ll help you a lot","51.4077572135,-0.0334246441806",51.4077572135,51.4077572135,"[make, friend, stuff, help, lot]",make friend stuff ll help lot,VB NN NN VB VB NN
Creamichoc is delicious,"51.4676769054,-0.0879442691803",51.4676769054,51.4676769054,"[creamichoc, delici]",creamichoc be delicious,NN VB JJ
Holbern hop every Thursday. So fun,"51.5155358586,-0.119352893786",51.5155358586,51.5155358586,"[holbern, hop, everi, thursday, fun]",holbern hop thursday fun,NN NN NN NN
"Not great, not bad. Good enough, I suppose.","51.5261104901,-0.118911979233",51.5261104901,51.5261104901,"[great, bad, good, enough, suppos]",not great not bad good enough suppose,RB JJ RB JJ JJ JJ VB
Excellent security. The safety of students are vital.,"51.4739674832,-0.0804747478182",51.4739674832,51.4739674832,"[excel, secur, safeti, student, vital]",excellent security safety student be vital,JJ NN NN NN VB JJ
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,"51.4681498958,-0.0930162493995",51.4681498958,51.4681498958,"[great, hospit, staf, amaz, peopl, cherish, servic, still, peopl, train, care, take, care, treat, respect, alway]",great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB
Last day in college in 2012!,"51.5184049266,-0.121875467555",51.5184049266,51.5184049266,"[last, day, colleg]",last day college,JJ NN NN
Good location great teachers,"51.5171597738,-0.125417747113",51.5171597738,51.5171597738,"[good, locat, great, teacher]",good location great teacher,JJ NN JJ NN
One of the top 20 universities in the world!,"51.5116270804,-0.116375684738",51.5116270804,51.5116270804,"[one, top, univers, world]",top university world,JJ NN NN
"take cair if u diside to try the food, it nakes school food seam like the best thing ever.","51.5222497561,-0.131132990506",51.5222497561,51.5222497561,"[take, cair, u, disid, tri, food, nake, school, food, seam, like, best, thing, ever]",take cair diside try food nake school food seam best thing ever,VB NN JJ VB NN VB NN NN NN JJ NN RB
Choose another uni,"51.4947608175,-0.101678297411",51.4947608175,51.4947608175,"[choos, anoth, uni]",choose uni,VB JJ
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!","51.5055975107,-0.112166203111",51.5055975107,51.5055975107,"[thi, campu, includ, florenc, nightingal, school, nurs, midwiferi, name, founder, modern, nurs, rebel, shun, societ, expect, women, go, florenc]",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.","51.5111798355,-0.115168768239",51.5111798355,51.5111798355,"[get, enclos, bar, right, top, dure, gig, cocktail, goe, long, way, coupl, howev, struggl, go, short, way]",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB NN VB JJ NN
UCL is one of the best universities in the world & was the first to admit women on equal terms with men. Hooray for equal opportunities in education!,"51.5243952689,-0.1335928284",51.5243952689,51.5243952689,"[ucl, one, best, univers, world, wa, first, admit, women, equal, term, men, hooray, equal, opportun, educ]",ucl be best university world be first admit woman equal term man hooray equal opportunity education,NN VB JJ NN NN VB JJ VB NN JJ NN NN VB JJ NN NN
Be nice to the staff. They are overworked and under paid.,"51.5250044225,-0.136338616504",51.5250044225,51.5250044225,"[nice, staff, overwork, paid]",be nice staff be overwork paid,VB JJ NN VB VB JJ
sleep zZzZ,"51.5367665011,-0.133783336433",51.5367665011,51.5367665011,"[sleep, zzzz]",sleep zzzz,NN NN
I love the people in the English Language Center! Everyone is so nice and friendly!,"51.5147855726,-0.123150487643",51.5147855726,51.5147855726,"[love, peopl, english, languag, center, everyon, nice, friendli]",love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.","51.5153709758,-0.116230884057",51.5153709758,51.5153709758,"[compani, surgeon, move, lincoln, inn, field, receiv, royal, charter, year, later, sinc, ha, hous, hunterian, museum, anatom, odditi]",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN
The most amazing university you'll ever visit.,"51.5364091935,-0.124761491449",51.5364091935,51.5364091935,"[amaz, univers, ever, visit]",most amazing university ever visit,RB JJ NN RB NN
One of the most authentic library room for studying in London!,"51.5154163058,-0.110410012058",51.5154163058,51.5154163058,"[one, authent, librari, room, studi, london]",most authentic library room study london,RB JJ NN NN VB NN
